iteration,model_cost,projected_grad_inf_norm,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.3504507090801717,0.08433299409738475,nan,1983.02734375,2136.11328125,1983.02734375,1983.02734375,1983.02734375,1983.02734375
2,0.19394547877946217,0.0165116895735575,50.380097979679704,1983.03125,2136.11328125,1983.02734375,1983.03125,1983.03125,1983.03125
3,0.1852692423007285,0.010502572068760943,50.04786850325763,1983.03515625,2136.11328125,1983.03125,1983.03125,1983.03125,1983.03515625
4,0.18072232638837085,0.005307557951235067,49.772125124931335,1983.04296875,2136.11328125,1983.03515625,1983.03515625,1983.03515625,1983.04296875
5,0.17900176453450384,0.0035109011697242857,49.8960848627612,1983.04296875,2136.11328125,1983.04296875,1983.04296875,1983.04296875,1983.04296875
6,0.17588749453720504,0.004893041081976927,51.315421998500824,1983.04296875,2136.11328125,1983.04296875,1983.04296875,1983.04296875,1983.04296875
7,0.17075595668634935,0.004323616988860156,51.070501380600035,1983.05078125,2136.11328125,1983.04296875,1983.046875,1983.046875,1983.05078125
8,0.1679102314439825,0.004659161596738118,49.6103711174801,1983.05078125,2136.11328125,1983.05078125,1983.05078125,1983.05078125,1983.05078125
9,0.16707333300750513,0.0010691777021110214,49.68688574060798,1983.0546875,2136.11328125,1983.05078125,1983.05078125,1983.05078125,1983.0546875
10,0.1670199842899214,0.0005724170324010771,49.971533291973174,1983.0546875,2136.11328125,1983.0546875,1983.0546875,1983.0546875,1983.0546875
11,0.16693901263414834,0.0006121063536777383,49.74647456407547,1983.05859375,2136.11328125,1983.0546875,1983.0546875,1983.0546875,1983.05859375
12,0.16673409120597232,0.0012540156669927794,49.696727395989,1983.05859375,2136.11328125,1983.05859375,1983.05859375,1983.05859375,1983.05859375
13,0.16602580429271763,0.0010340091490177582,49.74819149170071,1983.0625,2136.11328125,1983.05859375,1983.05859375,1983.05859375,1983.0625
14,0.16529154626052023,0.0025863491014380116,99.84417396131903,1983.0625,2136.11328125,1983.0625,1983.0625,1983.0625,1983.0625
15,0.1641794668036737,0.003642863437431126,49.742933253757656,1983.06640625,2136.11328125,1983.0625,1983.0625,1983.0625,1983.06640625
16,0.1633119977572491,0.004425556638757639,49.958942379802465,1983.06640625,2136.11328125,1983.06640625,1983.06640625,1983.06640625,1983.06640625
17,0.1630302588947634,0.004196512972175119,49.86018430162221,1983.0703125,2136.11328125,1983.06640625,1983.0703125,1983.0703125,1983.0703125
18,0.1618115783321721,0.002579412871837953,50.107326570898294,1983.0703125,2136.11328125,1983.0703125,1983.0703125,1983.0703125,1983.0703125
19,0.161197577875155,0.002464019945889941,50.29609096609056,1983.0703125,2136.11328125,1983.0703125,1983.0703125,1983.0703125,1983.0703125
20,0.16061348755448315,0.0011910773783384665,101.53783039841801,1983.0703125,2136.11328125,1983.0703125,1983.0703125,1983.0703125,1983.0703125
21,0.16053287436725355,0.0008790134290347299,50.14860509801656,1983.0703125,2136.11328125,1983.0703125,1983.0703125,1983.0703125,1983.0703125
22,0.1604967140857666,0.0005484039549607652,50.254385956563056,1983.07421875,2136.11328125,1983.0703125,1983.07421875,1983.07421875,1983.07421875
23,0.1604659637892084,0.00036234543481821103,51.2755356086418,1983.07421875,2136.11328125,1983.07421875,1983.07421875,1983.07421875,1983.07421875
24,0.1603972940374072,0.0006848663768823119,51.23556592967361,1983.078125,2136.11328125,1983.07421875,1983.078125,1983.078125,1983.078125
25,0.16039292078839962,0.0008659343464975357,100.78153025824577,1983.078125,2136.11328125,1983.078125,1983.078125,1983.078125,1983.078125
26,0.1603821520502286,0.0011405604178817618,100.95868127327412,1983.08203125,2136.11328125,1983.078125,1983.078125,1983.078125,1983.08203125
27,0.16032277532224634,0.0009342582982037876,50.45143544115126,1983.0859375,2136.11328125,1983.08203125,1983.08203125,1983.08203125,1983.0859375
28,0.16015213931263927,0.0005418715977727777,50.29068193305284,1983.08984375,2136.11328125,1983.0859375,1983.0859375,1983.0859375,1983.08984375
29,0.16012317469810702,0.0002062278974798127,50.40732883755118,1983.08984375,2136.11328125,1983.08984375,1983.08984375,1983.08984375,1983.08984375
30,0.16011995507587257,8.655701662972739e-05,51.15019736159593,1983.08984375,2136.11328125,1983.08984375,1983.08984375,1983.08984375,1983.08984375
