iteration,model_cost,projected_grad_inf_norm,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.32066248355309235,0.07722366711876173,nan,2006.75390625,2148.78515625,2006.74609375,2006.75,2006.75,2006.75390625
2,0.18295685546823726,0.013374296229871647,101.77985470648855,2006.7578125,2148.78515625,2006.75390625,2006.75390625,2006.75390625,2006.7578125
3,0.1768572567056387,0.008596647257165886,101.29721157997847,2006.7578125,2148.78515625,2006.7578125,2006.7578125,2006.7578125,2006.7578125
4,0.17343246467777645,0.004383257074660728,101.30142790358514,2006.76171875,2148.78515625,2006.7578125,2006.7578125,2006.7578125,2006.76171875
5,0.17175319700423436,0.003804957002734699,102.34971728734672,2006.90625,2148.78515625,2006.76171875,2006.76171875,2006.76171875,2006.90625
6,0.16819847494209533,0.004904751140493088,102.1215014224872,2006.90625,2148.78515625,2006.90625,2006.90625,2006.90625,2006.90625
7,0.16279827296501168,0.0037026488609455087,102.19087483081967,2006.9140625,2148.78515625,2006.90625,2006.91015625,2006.91015625,2006.9140625
8,0.1600530262168924,0.0037842392421579855,102.50741040334105,2006.9140625,2148.78515625,2006.9140625,2006.9140625,2006.9140625,2006.9140625
9,0.15961283176755972,0.0008989733029187726,101.74350579082966,2006.91796875,2148.78515625,2006.9140625,2006.91796875,2006.91796875,2006.91796875
10,0.15954877059670777,0.0005687793801578121,102.07801945321262,2006.91796875,2148.78515625,2006.91796875,2006.91796875,2006.91796875,2006.91796875
11,0.15919688031286833,0.0013385503371922043,102.25577100273222,2006.921875,2148.78515625,2006.91796875,2006.91796875,2006.91796875,2006.921875
12,0.15828939602389389,0.0027780216374955705,102.33889384008944,2006.921875,2148.78515625,2006.921875,2006.921875,2006.921875,2006.921875
13,0.15803217114764115,0.0046659509410659486,208.0116657325998,2007.06640625,2148.78515625,2007.0625,2007.0625,2007.0625,2007.06640625
14,0.15800207353468432,0.005324355082858153,207.90209983102977,2007.0703125,2148.78515625,2007.0625,2007.0625,2007.0625,2007.0703125
15,0.1574116463475033,0.004788284552317212,104.20194399822503,2007.07421875,2148.78515625,2007.0703125,2007.0703125,2007.0703125,2007.07421875
16,0.15358141376525625,0.005368348040840982,104.3998930612579,2007.07421875,2148.78515625,2007.07421875,2007.078125,2007.078125,2007.07421875
17,0.15112830699149582,0.0014766644044689975,102.88946940843016,2007.07421875,2148.78515625,2007.07421875,2007.07421875,2007.07421875,2007.07421875
18,0.1509211121530618,0.0004946626595007166,102.95861381478608,2007.078125,2148.78515625,2007.07421875,2007.078125,2007.078125,2007.078125
19,0.15090864059168985,0.00042970333768820035,103.05504119303077,2007.078125,2148.78515625,2007.078125,2007.078125,2007.078125,2007.078125
20,0.15079632849861258,0.0005113425137914608,103.73477414716035,2007.22265625,2148.78515625,2007.078125,2007.22265625,2007.22265625,2007.22265625
21,0.1507813774585966,0.0008198646671419303,102.86640672478825,2007.2265625,2148.78515625,2007.22265625,2007.2265625,2007.2265625,2007.2265625
22,0.15072594656918445,0.00016070130209468568,103.14290682133287,2007.23046875,2148.78515625,2007.2265625,2007.23046875,2007.23046875,2007.23046875
23,0.15072447246166776,9.274548477670175e-05,102.55482576508075,2007.234375,2148.78515625,2007.23046875,2007.234375,2007.234375,2007.234375
