iteration,model_cost,projected_grad_inf_norm,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.33944848644972814,0.0805034607588788,nan,1994.4765625,2136.11328125,1994.4765625,1994.4765625,1994.4765625,1994.4765625
2,0.19292348433220044,0.014491879135653042,71.23533403873444,1994.4765625,2136.11328125,1994.4765625,1994.4765625,1994.4765625,1994.4765625
3,0.18552270415520436,0.00921710109855014,70.34691705927253,1994.48046875,2136.11328125,1994.4765625,1994.48046875,1994.48046875,1994.48046875
4,0.1815392384982711,0.004654581684823329,70.57376966625452,1994.48046875,2136.11328125,1994.48046875,1994.48046875,1994.48046875,1994.48046875
5,0.17986369703995644,0.0035871781541878746,71.07776015345007,1994.48046875,2136.11328125,1994.48046875,1994.48046875,1994.48046875,1994.48046875
6,0.17657134930282908,0.004769907103501674,70.71358410362154,1994.48046875,2136.11328125,1994.48046875,1994.48046875,1994.48046875,1994.48046875
7,0.17133834148890434,0.003963956623805077,70.81214934028685,1994.48046875,2136.11328125,1994.48046875,1994.48046875,1994.48046875,1994.48046875
8,0.1683492249849521,0.003301500872202969,71.67856274731457,1994.625,2136.11328125,1994.48046875,1994.625,1994.625,1994.625
9,0.1678125178593342,0.0007589712201884313,70.73987524956465,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
10,0.1677687589773829,0.00048531801901806825,70.65578495990485,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
11,0.16754750203362054,0.0009710082887465242,70.62111700046808,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
12,0.16712256863108269,0.001884085354450554,70.41057993564755,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
13,0.16473274034594287,0.0020017058881526112,71.71094349306077,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
14,0.16323645266589135,0.0030185902965868885,142.86183321289718,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
15,0.1624202181029293,0.002431282890630074,143.22374887298793,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
16,0.1616320118005487,0.001421071809543474,71.69181576929986,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
17,0.16124188297544664,0.0015108308857722827,71.36897013057023,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
18,0.16116613702617916,0.0011301809070390955,71.38024698011577,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
19,0.16102479395708302,0.0007087476672761055,71.57581685855985,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
20,0.16052599267486392,0.0014044517214498323,71.41243146453053,1994.625,2136.11328125,1994.625,1994.625,1994.625,1994.625
21,0.16030445445727654,0.0011208210397877557,145.30878577101976,1994.76953125,2136.11328125,1994.625,1994.76953125,1994.76953125,1994.76953125
22,0.16023711529721363,0.0009840089519890295,71.43369861599058,1994.76953125,2136.11328125,1994.76953125,1994.76953125,1994.76953125,1994.76953125
23,0.1601297628707841,0.0008811487744783869,71.84925767965615,1994.76953125,2136.11328125,1994.76953125,1994.76953125,1994.76953125,1994.76953125
24,0.16009983376902426,0.0004936365855335606,73.66587696969509,1994.76953125,2136.11328125,1994.76953125,1994.76953125,1994.76953125,1994.76953125
25,0.16008310831512837,0.00014148565213466,72.91947280988097,1994.7734375,2136.11328125,1994.76953125,1994.7734375,1994.7734375,1994.7734375
26,0.16007402131679785,9.810931160884537e-05,73.13675959780812,1994.7734375,2136.11328125,1994.7734375,1994.7734375,1994.7734375,1994.7734375
