iteration,model_cost,projected_grad_inf_norm,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.20335678229330284,0.06980989362296428,nan,1270.5390625,1372.0234375,1270.5390625,1270.5390625,1270.5390625,1270.5390625
2,0.08456868428039857,0.011217488212431471,50.157797946594656,1270.66015625,1372.0234375,1270.66015625,1270.66015625,1270.66015625,1270.66015625
3,0.08038848992623472,0.007112900552197848,48.056282633915544,1270.66015625,1372.0234375,1270.66015625,1270.66015625,1270.66015625,1270.66015625
4,0.07805391654383736,0.003687224924039419,48.26039637066424,1270.66015625,1372.63671875,1270.66015625,1270.66015625,1270.66015625,1270.66015625
5,0.07652121621242731,0.00404757570768222,48.053207420744,1270.66015625,1372.63671875,1270.66015625,1270.66015625,1270.66015625,1270.66015625
6,0.07295599676373836,0.004911454033854541,48.972827459685504,1270.66015625,1372.63671875,1270.66015625,1270.66015625,1270.66015625,1270.66015625
7,0.06793788250499448,0.0032093469815361697,48.9325505848974,1270.66015625,1372.63671875,1270.66015625,1270.66015625,1270.66015625,1270.66015625
8,0.06546550750545402,0.0005957830740730483,49.302913709543645,1270.66015625,1372.63671875,1270.66015625,1270.66015625,1270.66015625,1270.66015625
9,0.0653549128392195,0.0004973891939786894,48.410442599095404,1270.66015625,1372.63671875,1270.66015625,1270.66015625,1270.66015625,1270.66015625
10,0.05504912428968624,0.0017520270553069747,50.29270464833826,1270.65234375,1372.63671875,1270.66015625,1270.65625,1270.65625,1270.65234375
11,0.05460955241338865,0.0013269824416475276,96.5573906423524,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
12,0.05415187798629627,0.0006030222490438532,48.312593017704785,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
13,0.05412732704625628,0.00046016300148148494,48.33948110323399,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
14,0.05408272395920209,0.00020959682473808375,48.38304833043367,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
15,0.054071724937187884,0.0002069530781780752,48.30857210699469,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
16,0.05397105881954987,0.000994692872074544,48.41619029361755,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
17,0.05388498899512482,0.0007780543206051882,48.397835064679384,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
18,0.05370836236790472,0.0005989055762239279,48.3471993682906,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
19,0.053685430913148535,0.00019534443306405705,48.29929424729198,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
20,0.053678418362844864,0.00014663507889803635,48.41026626434177,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
21,0.05367328928562097,0.00015503534603533025,48.13015225157142,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
22,0.0536574715299829,0.00029434041481741125,48.23119960259646,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
23,0.053647496662003365,0.0008756083831690251,48.17998413089663,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
24,0.053615575922196325,0.0006230912747458518,48.30523869302124,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
25,0.053543265323283226,0.00027864231021686604,47.99563413951546,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
26,0.0534687680342327,0.00025562735369523485,47.93952194042504,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
27,0.0534422911276944,0.0004663006326113906,95.98678671102971,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
28,0.05342774095606687,0.00026673358876574835,47.91594504751265,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
29,0.05339864222159454,0.00019506304977048584,48.08010456804186,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
30,0.05339056114160734,0.0003033423524831015,47.85640541091561,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
31,0.05338476354478236,0.0002971768026492856,47.8615096360445,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
32,0.05337769528321893,4.694320887741928e-05,47.91920207999647,1270.65234375,1372.63671875,1270.65234375,1270.65234375,1270.65234375,1270.65234375
