iteration,model_cost,projected_grad_inf_norm,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.3237534462403745,0.0787599390843576,nan,2040.9296875,2178.890625,2040.80078125,2040.80078125,2040.80078125,2040.9296875
2,0.1811721486568265,0.013737819721693766,185.4354921169579,2040.9296875,2178.890625,2040.9296875,2040.9296875,2040.9296875,2040.9296875
3,0.17440025437230672,0.008747370797105105,250.0401567807421,2040.9296875,2178.890625,2040.9296875,2040.9296875,2040.9296875,2040.9296875
4,0.1706918943744893,0.004404899324294886,192.92228694353253,2040.9296875,2178.890625,2040.9296875,2040.9296875,2040.9296875,2040.9296875
5,0.1690604252305628,0.0035965972464098196,193.53097944706678,2041.08203125,2178.890625,2040.9296875,2041.078125,2041.078125,2041.08203125
6,0.16576091766319542,0.004678740600179915,194.0522793084383,2041.0859375,2178.890625,2041.08203125,2041.08203125,2041.08203125,2041.0859375
7,0.16061742958774824,0.0037603695629273267,193.93524610809982,2041.0859375,2178.890625,2041.0859375,2041.0859375,2041.0859375,2041.0859375
8,0.15766284321060486,0.0025905159325967436,190.28904453013092,2041.234375,2178.890625,2041.0859375,2041.23046875,2041.23046875,2041.234375
9,0.15731539496738067,0.0007192619950196261,192.32900141365826,2041.234375,2178.890625,2041.234375,2041.234375,2041.234375,2041.234375
10,0.15726901430730422,0.0003878058035682774,192.6966983648017,2041.234375,2178.890625,2041.234375,2041.234375,2041.234375,2041.234375
11,0.1571085604459905,0.0008374827518261176,192.95567802805454,2041.37890625,2178.890625,2041.234375,2041.234375,2041.234375,2041.37890625
12,0.15675231111578436,0.001589401481253092,193.19783962145448,2041.3828125,2178.890625,2041.37890625,2041.37890625,2041.37890625,2041.3828125
13,0.154576877460325,0.0007882598257124729,192.99043960496783,2041.3828125,2178.890625,2041.3828125,2041.3828125,2041.3828125,2041.3828125
14,0.15190379566129847,0.002610800062254391,581.2672687536106,2041.53125,2178.890625,2041.53125,2041.53125,2041.53125,2041.53125
15,0.1515423452906169,0.0021931357846569884,389.7054796786979,2041.67578125,2178.890625,2041.53125,2041.67578125,2041.67578125,2041.67578125
16,0.15108914315431204,0.0011245941850502662,194.27066695783287,2041.67578125,2178.890625,2041.67578125,2041.67578125,2041.67578125,2041.67578125
17,0.15078788893308798,0.0006101204906279668,195.94636967312545,2041.67578125,2178.890625,2041.67578125,2041.67578125,2041.67578125,2041.67578125
18,0.15072229425980171,0.0004673028204729193,194.88644064217806,2041.82421875,2178.890625,2041.67578125,2041.67578125,2041.67578125,2041.82421875
19,0.15046376589423596,0.0010162938681113486,195.1680603697896,2041.82421875,2178.890625,2041.82421875,2041.82421875,2041.82421875,2041.82421875
20,0.15002897359066272,0.0011632327674761765,193.1979022976011,2041.828125,2178.890625,2041.82421875,2041.82421875,2041.82421875,2041.828125
21,0.15002690591228582,0.0012706248047100193,387.62152675446123,2041.9765625,2178.890625,2041.83203125,2041.9765625,2041.9765625,2041.9765625
22,0.14995337148570137,0.0016962379183819494,386.4548712708056,2041.9765625,2178.890625,2041.9765625,2041.9765625,2041.9765625,2041.9765625
23,0.14967960208099798,0.0008752251046704824,193.73564221337438,2042.125,2178.890625,2041.9765625,2042.12109375,2042.12109375,2042.125
24,0.14961971581722633,0.0005502962859382025,193.32496932242066,2042.125,2178.890625,2042.125,2042.125,2042.125,2042.125
25,0.14953929480132452,0.0003547804388112994,193.30448109004647,2042.125,2178.890625,2042.125,2042.125,2042.125,2042.125
26,0.149474016899034,0.00015314668073685672,193.55073700938374,2042.26953125,2178.890625,2042.125,2042.26953125,2042.26953125,2042.26953125
27,0.1494699236920206,0.00026011194696508316,194.34113713912666,2042.2734375,2178.890625,2042.26953125,2042.26953125,2042.26953125,2042.2734375
28,0.14946677869907785,0.00011957154581827611,193.4153079064563,2042.27734375,2178.890625,2042.2734375,2042.2734375,2042.2734375,2042.27734375
29,0.14946492751676402,0.0001051946910913982,193.45969345141202,2042.42578125,2178.890625,2042.27734375,2042.28125,2042.28125,2042.42578125
30,0.14945434633300494,0.0001475616716446434,193.87186488695443,2042.42578125,2178.890625,2042.42578125,2042.42578125,2042.42578125,2042.42578125
31,0.14943413882057316,0.00032236618931935943,193.36377562955022,2042.4296875,2178.890625,2042.42578125,2042.42578125,2042.42578125,2042.4296875
32,0.14938579548512845,0.0006068151887001916,193.91298533044755,2042.4296875,2178.890625,2042.4296875,2042.4296875,2042.4296875,2042.4296875
33,0.14936663888286844,0.0004008008562053876,210.88215015735477,2042.57421875,2178.890625,2042.4296875,2042.57421875,2042.57421875,2042.57421875
34,0.1493458905368304,0.00012095951474683383,242.8643044354394,2042.58203125,2178.890625,2042.57421875,2042.578125,2042.578125,2042.58203125
35,0.14934455336849264,6.992386581958386e-05,389.07631083764136,2042.73046875,2178.890625,2042.58203125,2042.7265625,2042.7265625,2042.73046875
