iteration,model_cost,residual,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.27415187195592017,0.028794509360021415,nan,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
2,0.2581176647954749,0.01819352090044557,0.6582636847160757,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
3,0.2542073122742915,0.010623039117952995,0.6560694039799273,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
4,0.24389211667329602,0.012328109456489926,0.6605534772388637,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
5,0.20473986461284685,0.021254583758940068,0.6562036350369453,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
6,0.15663128755726757,0.008321327700061153,0.6590641029179096,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
7,0.14995504276553248,0.006347151753821872,1.3481941488571465,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
8,0.1490278272243451,0.006396007031400144,0.6779456571675837,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
9,0.14641362691822868,0.004648914418000838,1.367645440157503,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
10,0.14587297112771339,0.0014556536202971725,0.6648973799310625,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
11,0.1456455605012037,0.0014238130865729308,0.6599654210731387,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
12,0.14556383968097877,0.0021038982386994455,0.6736433557234704,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
13,0.14540356350055153,0.002491960430382621,0.6675908658653498,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
14,0.14517778903574277,0.0008745010423499623,0.6780324480496347,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
15,0.14508004694043214,0.0002631949390973497,0.6766790850088,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
16,0.1450587181852024,0.00038109978883288864,0.6777676749043167,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
17,0.14503988519758626,0.00041967063187980523,0.6795880342833698,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
18,0.1449911781711031,0.000280476891262814,0.6710242889821529,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
19,0.1448596026252215,0.0006638264533323411,0.6634744661860168,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
20,0.14484026967818653,0.0005075465888187334,1.3242603857070208,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
21,0.144822769588374,0.00026330382640197826,0.6634162948466837,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
22,0.14481394378353257,0.00011933853052053487,0.662115793209523,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
23,0.14481034380409075,0.00011475702906301743,0.7562230918556452,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
24,0.1447985025406741,0.00021154517339028826,1.3301217230036855,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
25,0.14477274621857472,0.0002506437252156344,0.670541865285486,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
26,0.1447440503092569,0.00042293303411785206,1.3217208096757531,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
27,0.144724426778825,0.0001320789246856269,0.6569595630280674,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
28,0.14472197566694114,8.613210462484012e-05,0.7226035441271961,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
29,0.14471791518944946,9.897369780818691e-05,0.6547097600996494,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
30,0.14471381105013362,0.00012894873660835752,0.6601776839233935,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
31,0.14470504861691205,0.0006320960265226958,0.6669072192162275,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
32,0.1446956419364056,0.000150315098966809,0.6786561449989676,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
33,0.14469128050217273,8.718453564683675e-05,0.6798431356437504,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
34,0.14468813515952234,4.541321788820569e-05,0.666916570160538,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
35,0.14468595402457685,3.920040885354028e-05,0.6656230669468641,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
36,0.14467785388331694,4.546733153669712e-05,0.7447712412104011,127582.99609375,127573.0,127582.99609375,127582.99609375,127582.99609375,127582.99609375
