iteration,model_cost,projected_grad_inf_norm,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.2482749747174327,0.01081286409789305,nan,1757.046875,1746.39453125,1757.04296875,1757.04296875,1757.04296875,1757.046875
2,0.12342717838308213,0.007308601835061146,170.5780289536342,1757.0546875,1746.39453125,1757.0546875,1757.0546875,1757.0546875,1757.0546875
3,0.022845659378882156,0.006346652270827607,41.31433559767902,1757.05859375,1746.39453125,1757.0546875,1757.05859375,1757.05859375,1757.05859375
4,0.019594088027247745,0.000232693311984696,86.31401508301497,1757.06640625,1746.39453125,1757.0625,1757.0625,1757.0625,1757.06640625
5,0.01951288227450928,7.440240914131704e-05,43.2410639943555,1757.0703125,1746.39453125,1757.06640625,1757.06640625,1757.06640625,1757.0703125
