iteration,model_cost,projected_grad_inf_norm,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.24839035640829335,0.010999993979621751,nan,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
2,0.15984402909307718,0.024158534933604276,4.866217642091215,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
3,0.027762479061246785,0.003301812173926489,2.3347006710246205,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
4,0.024747151999839918,0.0006542486945964265,2.1077289804816246,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
5,0.024327230194751966,0.0006651307555191509,3.9656045641750097,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
6,0.02378566382926112,0.00035314330487336705,1.976527146063745,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
7,0.023601910843036204,0.0002791486584266422,1.979797726497054,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
8,0.023441139461534064,0.00024836208300687765,1.995578309521079,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
9,0.023348622771411354,0.00016782319815386386,1.9813801711425185,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
10,0.023331447794428556,0.0003550917331594417,1.9820200856775045,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
11,0.023267534289061316,0.00012657487704215392,1.9785805931314826,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
12,0.023242531845833407,0.00010380644391065405,1.9794319244101644,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
13,0.023206313412783376,0.00015832375017911578,1.9791111247614026,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
14,0.02320202076846315,0.00017309444938949433,3.9538838854059577,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
15,0.02318850955646579,8.594229867489304e-05,1.9778649499639869,1771.92578125,1800.953125,1771.92578125,1771.92578125,1771.92578125,1771.92578125
