iteration,model_cost,projected_grad_inf_norm,epsilon,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.9989948230091513,1.0,0.0001,nan,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
2,0.26098320825964605,1.0,0.0001,186.99386325664818,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
3,0.24903287619979325,1.0,0.0001,187.3243623636663,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
4,0.24863644632255574,0.12149685400829324,0.0001,57.63499817531556,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
5,0.24863548215831588,0.008033659843442845,0.0001,28.825979431159794,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
6,0.24863438871508478,0.04460554662162863,0.0001,28.797465975396335,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
7,0.24862432410447963,0.2839864752605834,0.0001,14.605804348364472,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
8,0.2486002203531214,0.6478540182090922,0.0001,14.40634729899466,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
9,0.2485246747440845,1.3219108422038017,0.0001,14.400460478849709,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
10,0.24826081721526352,2.2979371557598935,0.0001,14.39741291757673,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
11,0.2470050951415197,3.8676378794052955,0.0001,18.456263923086226,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
12,0.24134570896069105,5.012334128135937,0.0001,18.480181463994086,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
13,0.23697117414831892,6.5546257368288705,0.0001,18.46396411024034,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
14,0.23614570028681983,6.190152182595105,0.0001,18.46026093699038,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
15,0.23370249688889322,5.117869157991494,0.0001,18.47315660957247,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
16,0.22845788628105035,3.313719305267284,0.0001,18.459463414736092,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
17,0.21879822986517133,1.6112731719779192,0.0001,18.4724447587505,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
18,0.18539422796891863,1.7514378664118118,0.0001,18.477536275051534,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
19,0.09364697042606607,0.030391307464651574,0.0001,20.01302748080343,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
20,0.09074876853462717,0.2799999999999989,0.0001,44.81529187504202,2705.92578125,2705.4140625,2705.92578125,2705.92578125,2705.92578125,2705.92578125
