iteration,model_cost,residual,epsilon,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.035228085283905954,0.1816325089656622,0.01,nan,973.1484375,964.87890625,973.140625,973.140625,973.140625,973.1484375
2,0.03507222731377748,0.1015650115861958,0.01,48.84029792598449,973.1484375,964.87890625,973.1484375,973.1484375,973.1484375,973.1484375
3,0.035011325990569754,0.017765158801964623,0.01,48.9769175760448,973.1484375,964.87890625,973.1484375,973.1484375,973.1484375,973.1484375
4,0.035009610397104554,0.002299902189855102,0.01,49.14953164092731,973.1484375,964.87890625,973.1484375,973.1484375,973.1484375,973.1484375
5,0.0350095303289297,0.0018138012690591579,0.01,49.02578072203323,973.1484375,964.87890625,973.1484375,973.1484375,973.1484375,973.1484375
6,0.035009200538742444,0.0030345867838224823,0.01,49.19666325196158,973.1484375,964.87890625,973.1484375,973.1484375,973.1484375,973.1484375
7,0.03500830682746968,0.006491592971747687,0.01,49.1641592340311,973.1484375,964.87890625,973.1484375,973.1484375,973.1484375,973.1484375
8,0.03500569456612203,0.012772405690764415,0.01,49.324741411954165,973.1484375,964.87890625,973.1484375,973.1484375,973.1484375,973.1484375
9,0.034998653828972284,0.02295666659714173,0.01,49.324284696020186,973.15234375,964.87890625,973.1484375,973.1484375,973.1484375,973.15234375
10,0.03497963062423703,0.039624651554455534,0.01,49.3015576179605,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
11,0.034929277824660696,0.0664781597967277,0.01,49.28734758705832,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
12,0.03479800288651,0.10892438063801094,0.01,49.29999514995143,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
13,0.03446955854115172,0.17139285132612483,0.01,49.30030143610202,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
14,0.033734568333790384,0.2422244941354155,0.01,49.28344541590195,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
15,0.03250404738656572,0.25728926303755606,0.01,49.46717487403657,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
16,0.03143054354350631,0.14560305778513713,0.01,49.341883727000095,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
17,0.031054820936044215,0.03944560847439306,0.01,49.24749435496051,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
18,0.03098188087293382,0.004436398667511924,0.01,49.35367076203693,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
19,0.030972887827252465,0.007906408243282727,0.01,49.24142047506757,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
20,0.03096678696729752,0.013977499861947119,0.01,48.998719142982736,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
21,0.03095510553989103,0.026065695813523346,0.01,49.39952044992242,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
22,0.030935404594242995,0.044069054300833854,0.01,49.2818322700914,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
23,0.03089478237034253,0.07342561395342972,0.01,49.22877794399392,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
24,0.03081195441638894,0.11742350970833798,0.01,49.304047093959525,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
25,0.030641919583485368,0.1826048185312964,0.01,49.20612952602096,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
26,0.03028843365622132,0.2730416715109443,0.01,49.295026342966594,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
27,0.029586883485943596,0.3831241282353638,0.01,49.41261169302743,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
28,0.028319627526907462,0.48393620392182674,0.01,49.218935519922525,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
29,0.026655424023374622,0.47980847136649774,0.01,49.026452363003045,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
30,0.026655345606447004,0.48150388970219066,0.01,491.99597695004195,973.15234375,964.87890625,973.15234375,973.15234375,973.15234375,973.15234375
31,0.025533466045599088,0.3534554058793989,0.01,49.19732178898994,973.15625,964.87890625,973.15234375,973.15625,973.15625,973.15625
32,0.024540878617970628,0.1258040999991038,0.01,49.065316815976985,973.15625,964.87890625,973.15625,973.15625,973.15625,973.15625
33,0.02448595119328576,0.03639463454469675,0.01,49.186173510039225,973.15625,964.87890625,973.15625,973.15625,973.15625,973.15625
34,0.024485951206550657,0.03639463517486467,0.01,633.593726238003,973.1640625,964.87890625,973.16015625,973.16015625,973.16015625,973.1640625
35,0.0276693779957963,0.03698312736097035,0.003,nan,973.17578125,964.87890625,973.17578125,973.17578125,973.17578125,973.17578125
36,0.027664878803973877,0.013364951802429468,0.003,49.19119911000598,973.17578125,964.87890625,973.17578125,973.17578125,973.17578125,973.17578125
37,0.02766420890108265,0.001666834404329755,0.003,49.0848120310111,973.17578125,964.87890625,973.17578125,973.17578125,973.17578125,973.17578125
38,0.027663889386089883,0.003582773948128607,0.003,147.52947384899016,973.1796875,964.87890625,973.1796875,973.1796875,973.1796875,973.1796875
39,0.027661955893696095,0.014995481176387363,0.003,49.13832815596834,973.1796875,964.87890625,973.1796875,973.1796875,973.1796875,973.1796875
40,0.027656767667930432,0.03466946609437461,0.003,49.161079333978705,973.1796875,964.87890625,973.1796875,973.1796875,973.1796875,973.1796875
41,0.02764375761600224,0.06486556638310916,0.003,49.91313642903697,973.1796875,964.87890625,973.1796875,973.1796875,973.1796875,973.1796875
42,0.027610467084964348,0.1108077250774009,0.003,50.677789901033975,973.1796875,964.87890625,973.1796875,973.1796875,973.1796875,973.1796875
43,0.02752470365568687,0.1769658721620225,0.003,49.31235705898143,973.1796875,964.87890625,973.1796875,973.1796875,973.1796875,973.1796875
44,0.02730665791803378,0.25910479609245485,0.003,49.26302397996187,973.1796875,964.87890625,973.1796875,973.1796875,973.1796875,973.1796875
45,0.026768209194281235,0.3418666403276777,0.003,49.177564907004125,973.1796875,964.87890625,973.1796875,973.1796875,973.1796875,973.1796875
46,0.02579618777784859,0.36439957689913,0.003,49.24041245598346,973.1796875,964.87890625,973.1796875,973.1796875,973.1796875,973.1796875
47,0.024798742545855824,0.2194316172903554,0.003,49.16148154204711,973.1796875,964.87890625,973.1796875,973.1796875,973.1796875,973.1796875
48,0.024604169556654412,0.04174366222855996,0.003,49.1576050829608,973.1796875,964.87890625,973.1796875,973.1796875,973.1796875,973.1796875
49,0.024604169576951884,0.041743660643695876,0.003,632.2557947610039,973.18359375,964.87890625,973.18359375,973.18359375,973.18359375,973.18359375
50,0.02556502973452142,0.006179599953563406,0.001,nan,973.18359375,964.87890625,973.18359375,973.18359375,973.18359375,973.18359375
51,0.025564897316198903,0.004306581017088981,0.001,49.230806106003,973.1875,964.87890625,973.18359375,973.1875,973.1875,973.1875
52,0.02556470491388698,0.0059785472518158345,0.001,49.26472113002092,973.1875,964.87890625,973.1875,973.1875,973.1875,973.1875
53,0.025564221086934485,0.012846899471677053,0.001,49.19719269301277,973.1953125,964.87890625,973.1875,973.19140625,973.19140625,973.1953125
54,0.025563075814438764,0.02508626384766871,0.001,49.30466148396954,973.1953125,964.87890625,973.1953125,973.1953125,973.1953125,973.1953125
55,0.025560200449320673,0.04563955592482017,0.001,49.128186073037796,973.1953125,964.87890625,973.1953125,973.1953125,973.1953125,973.1953125
56,0.02555300566715214,0.07905076200534206,0.001,49.08514198102057,973.1953125,964.87890625,973.1953125,973.1953125,973.1953125,973.1953125
57,0.025535697839269553,0.13565207780270724,0.001,49.0388310860144,973.1953125,964.87890625,973.1953125,973.1953125,973.1953125,973.1953125
58,0.025497223695528894,0.2246107254391426,0.001,49.30419007292949,973.1953125,964.87890625,973.1953125,973.1953125,973.1953125,973.1953125
59,0.02541530851639083,0.3500649254116353,0.001,49.14076711807866,973.1953125,964.87890625,973.1953125,973.1953125,973.1953125,973.1953125
60,0.025337920957982978,0.4789180042543926,0.001,48.99432200891897,973.1953125,964.87890625,973.1953125,973.1953125,973.1953125,973.1953125
61,0.025254292421147607,0.37139851016077063,0.001,49.10727765306365,973.1953125,964.87890625,973.1953125,973.1953125,973.1953125,973.1953125
62,0.025162996211605847,0.11966988799296985,0.001,49.2051414239686,973.1953125,964.87890625,973.1953125,973.1953125,973.1953125,973.1953125
63,0.02512490990951413,0.029988061413928815,0.001,49.10653014597483,973.1953125,964.87890625,973.1953125,973.1953125,973.1953125,973.1953125
64,0.02510806132593891,0.00257573508678688,0.001,49.263984188088216,973.19921875,964.87890625,973.1953125,973.1953125,973.1953125,973.19921875
65,0.025104168203567978,0.000952827715695738,0.001,49.3627575939754,973.19921875,964.87890625,973.19921875,973.19921875,973.19921875,973.19921875
66,0.025103323238699807,0.0009638777698985736,0.001,49.306193894008175,973.19921875,964.87890625,973.19921875,973.19921875,973.19921875,973.19921875
67,0.02507637080254778,0.009489523645849113,0.001,98.54293850797694,973.203125,964.87890625,973.203125,973.203125,973.203125,973.203125
68,0.02499106832510375,0.03346930174552722,0.001,49.16317258996423,973.203125,964.87890625,973.203125,973.203125,973.203125,973.203125
69,0.024818105078659787,0.07103760445654614,0.001,49.12854298297316,973.203125,964.87890625,973.203125,973.203125,973.203125,973.203125
70,0.024465041792228553,0.1220328432570311,0.001,49.06058486108668,973.203125,964.87890625,973.203125,973.203125,973.203125,973.203125
71,0.023761598154021513,0.18714422223762786,0.001,49.33667999599129,973.203125,964.87890625,973.203125,973.203125,973.203125,973.203125
72,0.02255370975577445,0.24653647792396394,0.001,49.25125047401525,973.203125,964.87890625,973.203125,973.203125,973.203125,973.203125
73,0.0207961353316072,0.2072434971150885,0.001,49.11729004490189,973.203125,964.87890625,973.203125,973.203125,973.203125,973.203125
