iteration,model_cost,residual,epsilon,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,7.811379207401768,3.0233744510554006,0.0001,nan,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
2,7.314109621262751,2.3453034638480523,0.0001,1.9300687970826402,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
3,6.200317841110416,1.1722629167807428,0.0001,2.115263992920518,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
4,5.677201437827835,0.43316683564094716,0.0001,2.1169598690466955,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
5,5.531091956881514,0.230658204398298,0.0001,2.11956642603036,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
6,5.412478769536527,0.18329375044430088,0.0001,2.1250389699125662,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
7,5.321192239396514,0.24490550565628763,0.0001,2.1277331470046192,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
8,4.990879144781089,0.5286579065798995,0.0001,2.196837424999103,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
9,4.51750801409126,0.6835506800282278,0.0001,2.2143100190442055,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
10,1.9796536800097637,0.9002177915763087,0.0001,2.3072372649330646,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
11,0.7632492197235373,0.7002237447139023,0.0001,18.690148725057952,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
12,0.7077183246509419,0.44109003938416685,0.0001,6.679407891002484,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
13,0.5777098905923167,0.06969268604823452,0.0001,2.14693847799208,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
14,0.5107035806406909,0.20134584434996416,0.0001,4.345462949946523,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
15,0.49716254862071,0.20039276047976,0.0001,2.1558239670703188,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
16,0.4932475758539154,0.06132454804018228,0.0001,2.127256251988001,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
17,0.4924106065661436,0.04193417319799473,0.0001,4.247953069047071,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
18,0.49177572622986426,0.023482932428378112,0.0001,1.8779794588917866,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
19,0.4904010576136338,0.16043968985236795,0.0001,2.1292906820308417,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
20,0.4882585819295922,0.10068026166260541,0.0001,2.0263495669933036,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
21,0.45927272686633397,0.04180968384208453,0.0001,2.127134780981578,1048.98828125,1040.37890625,1048.98828125,1048.98828125,1048.98828125,1048.98828125
