iteration,model_cost,residual,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.5203252620170588,0.05088486914865708,nan,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
2,0.04348337850400399,0.007022644851333224,0.11246679909527302,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
3,0.03215166929410583,0.0019358502471602912,0.10598861519247293,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
4,0.030313555891142558,0.0018626719335221645,0.10651134885847569,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
5,0.024361157227738055,0.0032656727760078394,0.10589463310316205,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
6,0.015607022190727933,0.004464894348636663,0.1066698208451271,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
7,0.006295125044132874,0.0032099866394326854,0.10635604802519083,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
8,0.002928867109907326,0.0008540024409844951,0.10629598796367645,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
9,0.0024950936870298235,0.0003955067945698764,0.10619515599682927,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
10,0.0023855805406096642,0.000562694452576759,0.10411220509558916,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
11,0.0021530223345925218,0.000681812464592082,0.10957578103989363,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
12,0.0018708149605349519,0.0004196597862241926,0.10618179570883512,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
13,0.0016879425090906683,0.0001807802307601513,0.10588871315121651,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
14,0.0015860066198347745,0.00040791216881664655,0.10457237996160984,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
15,0.001437796475509951,0.0007091210422127173,0.10467772092670202,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
16,0.001135237722089857,0.001043997370621247,0.10639996826648712,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
17,0.0006862370011533227,0.0011067633775884238,0.1059158337302506,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
18,0.000299913779833559,0.00024758576031898966,0.10561296017840505,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
19,0.00021449237968517088,0.00011922275994982145,0.0984814278781414,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
20,0.0001570852846980217,0.00012663938875549763,0.10243605822324753,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
21,0.00014416129102221245,0.0001242440498324979,0.10141757782548666,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
22,0.00011863532263866698,0.00018697446046766594,0.20593521697446704,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
23,7.487168206128353e-05,9.622333011602885e-05,0.1019702642224729,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
24,5.8394150016331975e-05,4.28861077366827e-05,0.0982654457911849,49718.39453125,49728.703125,49718.39453125,49718.39453125,49718.39453125,49718.39453125
