iteration,model_cost,residual,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.5879639142217531,0.0594260695955167,nan,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
2,0.05552294076169317,0.0035901275638782065,108.60933184903115,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
3,0.05215569206380849,0.0027522867983555996,103.60877897683531,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
4,0.045229384180657306,0.003944321075090072,103.69995373627171,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
5,0.03243683994112458,0.006182363956880539,103.89411156484857,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
6,0.01586956973419637,0.0060547525333926894,103.94910154491663,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
7,0.004129558756937711,0.0011329064365472837,103.94512639287859,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
8,0.0038390489919883806,0.0005784037707323391,102.62509259115905,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
9,0.003488198989326619,0.0006689027590898843,102.97930314019322,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
10,0.0033311992323418497,0.0008468115168697994,101.81752350181341,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
11,0.0029725533082003547,0.0009076587595480211,102.69846675824374,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
12,0.001997671603246829,0.0009177031808162625,103.01375401671976,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
13,0.0006612074337963747,0.0005992180972991922,103.20447555324063,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
14,0.00030305777529460854,0.00014957011939547275,102.79987064888701,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
15,0.00022406410069155218,0.0002036651012361197,100.5237764948979,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
16,0.00018175754395482912,0.00023610748481423468,99.04144512303174,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
17,0.00014922140687584402,0.00015235473469987537,101.67722048284486,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
18,9.018881107297893e-05,5.578199031201414e-05,99.79187429137528,49978.4453125,49983.56640625,49978.4453125,49978.4453125,49978.4453125,49978.4453125
