iteration,model_cost,residual,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.4425350712302737,0.049704074896777604,nan,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
2,0.03280741054057978,0.004568424540280572,2.4800567580386996,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
3,0.028484363162302087,0.0014996559018188855,2.4748638039454818,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
4,0.027451368138155244,0.001512286745061193,2.4711877666413784,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
5,0.023447363982227885,0.0029318043593445885,2.468794232234359,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
6,0.01702899388288601,0.004409562006454456,2.4599520098417997,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
7,0.00832314535212096,0.004259221710241437,2.451284222304821,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
8,0.002550514276981981,0.0010092073358280995,2.4416901217773557,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
9,0.002082386657977721,0.0008048056782100875,2.4430391560308635,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
10,0.001652985184914354,0.00014671841634027131,2.436271106824279,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
11,0.0015891310055697848,0.000292002975314371,2.441847214009613,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
12,0.0014774114745621245,0.0005678240409296298,2.4317706800065935,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
13,0.0012384903054037206,0.0009125847747461292,2.43071827897802,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
14,0.0008405038801773092,0.0010928792061785737,2.4351106551475823,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
15,0.0004310852435779452,0.0006364817806535667,2.424320693127811,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
16,0.0002781903005743087,0.00026436479555524083,2.425474574789405,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
17,0.0002535614493208184,0.00012677813899214928,2.415655014105141,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
18,0.0002487404733665489,9.253771739340245e-05,2.419574465136975,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
19,0.00023900176005802948,7.383743394460846e-05,2.4158416748978198,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
20,0.00018343375937545837,6.931823140653674e-05,2.421614616177976,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
21,0.00011915016672931741,9.352776379001828e-05,2.419767445884645,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
22,5.646628379541353e-05,6.194826811520019e-05,2.41316921915859,3065.765625,3086.0234375,3065.765625,3065.765625,3065.765625,3065.765625
