iteration,model_cost,residual,iter_time_sec,rss_mb,peak_rss_mb,cost_rss_before_mb,cost_rss_after_mb,grad_rss_before_mb,grad_rss_after_mb
1,0.1546924646917719,0.1524891879327951,nan,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
2,0.1033055748056757,0.08055087412702937,14.56565668201074,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
3,0.0701097476068395,0.04463937854916061,14.464821732603014,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
4,0.04654536317373218,0.024040430329823337,14.285120116081089,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
5,0.031112597860238837,0.012986942344811759,14.067536326125264,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
6,0.021000050496937272,0.006930490944183142,13.752225338015705,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
7,0.014652835492677095,0.0036410838276560655,13.569168327841908,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
8,0.010915217316077506,0.001843478992480262,13.516428554896265,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
9,0.009002760576448521,0.0008692013143148183,13.497657335363328,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
10,0.008271987359561887,0.0003914951792641742,13.501112099736929,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
11,0.008059028868590612,0.00019591434087569277,13.401948717888445,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
12,0.008009095874285058,0.00015347112332810475,12.472067507449538,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
13,0.007988485025859504,0.00014022985305996795,12.068035101983696,55166.63671875,55181.6953125,55166.63671875,55166.63671875,55166.63671875,55166.63671875
