model,resolution_type,resolution_value,mean,std,cvar,mean_rel_error,std_rel_error,cvar_rel_error,runtime_sec
mc_single,mc_samples,500,0.04016646596634771,0.04310313598824715,0.1763514108072283,0.024541576117248446,0.101427843683009,0.08809885033450496,1096.9166622161865
mc,mc_samples,1000,0.04134431137623458,0.039604599200696866,0.1637726045885519,0.030842348225280838,0.06943919969670823,0.060782361024883914,2192.1113753318787
mc_single,mc_samples,1000,0.04268487279678301,0.04270073624225508,0.17753994951610744,0.03661892427554611,0.09114519778347427,0.09543220591578302,2192.1113753318787
mixture_linear_kle,n_mix,1,0.027387327367241705,0.025816647943750368,0.08063965772772583,0.3348879831650341,0.3402991633007464,0.5024484439150855,4.328540086746216
mixture_linear_hep,n_mix,1,0.027387327367241705,0.025816647943750368,0.08063965772772583,0.3348879831650341,0.3402991633007464,0.5024484439150855,0.5842974185943604
mixture_quadratic_kle,n_mix,1,0.040070670348898794,0.030095897926362535,0.13154285832875914,0.02686801036441081,0.2309501571816966,0.18837262337698973,15.543911695480347
mixture_quadratic_hep,n_mix,1,0.040070670348898794,0.030095897926362535,0.13154285832875914,0.02686801036441081,0.2309501571816966,0.18837262337698973,12.232229948043823
mixture_linear_kle,n_mix,3,0.03173283188171674,0.029447795093389323,0.1132870521850324,0.22935569689875918,0.24751133050331234,0.30101204931632825,0.5200245380401611
mixture_linear_hep,n_mix,3,0.03367555343733458,0.0300119043529706,0.11760162914425493,0.18217593982792957,0.23309647109374085,0.2743908490235697,0.748668909072876
mixture_quadratic_kle,n_mix,3,0.039770631437261936,0.03294594095889885,0.13916286091950525,0.03415457334194525,0.15812212089713962,0.14135674740194512,35.657130002975464
mixture_quadratic_hep,n_mix,3,0.03954967380368407,0.03281659987357851,0.13716452525983833,0.039520616378325546,0.16142721388951137,0.1536865990538997,35.6451780796051
mixture_linear_kle,n_mix,5,0.0331789241004083,0.031634918377631,0.12586467721431996,0.1942367786046824,0.1916230887872558,0.22340734362295406,0.671884298324585
mixture_linear_hep,n_mix,5,0.03580895678658962,0.03302063887106875,0.13694226350164374,0.13036540040148242,0.1562133419082663,0.1550579675190447,0.8998868465423584
mixture_quadratic_kle,n_mix,5,0.04030387856657606,0.03506043640974296,0.1485261832317105,0.021204457074894104,0.10408976080306671,0.08358448350801576,59.00855875015259
mixture_quadratic_hep,n_mix,5,0.040284222011933726,0.03553325274316332,0.151184610330535,0.021681824235511092,0.09200773793774003,0.06718182782928674,59.04060888290405
mixture_linear_kle,n_mix,7,0.0338237691059471,0.03271291662307697,0.13147640000317085,0.17857646402090618,0.164076664246374,0.1887826752577021,0.8475360870361328
mixture_linear_hep,n_mix,7,0.03677216046445393,0.03459115766470711,0.14360516454359434,0.10697362024649504,0.1160813865718284,0.11394746587659411,1.1202285289764404
mixture_quadratic_kle,n_mix,7,0.04055324556244129,0.03610722479890278,0.15264880138899445,0.015148481501666608,0.0773408514295334,0.05814768061103,82.30758810043335
mixture_quadratic_hep,n_mix,7,0.04063017020242856,0.03695129232867755,0.15659031047666302,0.013280336364312518,0.055772131244158425,0.033828331606426544,82.41956114768982
mixture_linear_kle,n_mix,9,0.034173721806689414,0.03331864771786801,0.1344309479089632,0.17007772504333196,0.1485982291327581,0.1705529363243115,1.0238621234893799
mixture_linear_hep,n_mix,9,0.03729908573736211,0.03550537872247571,0.1478404221359476,0.09417703274871426,0.09272001146023034,0.08781567086562284,1.6976158618927002
mixture_quadratic_kle,n_mix,9,0.04068085604104383,0.03669284516754863,0.1550090952256619,0.012049410838271728,0.06237631195773428,0.04358452515696432,105.75673747062683
mixture_quadratic_hep,n_mix,9,0.04080715607072015,0.037765951061818244,0.15999081653968553,0.008982164942463332,0.034954903188516455,0.012847003922153558,106.83664560317993
mixture_linear_kle,n_mix,15,0.03462931644626764,0.03409204751679195,0.13801287032375603,0.15901343003105115,0.12883530345918437,0.14845225879821078,2.4646072387695312
mixture_linear_hep,n_mix,15,0.037989496659990664,0.03670879048572292,0.15245554985232224,0.07741013194686308,0.06196885628169402,0.059340054258146806,3.174084186553955
mixture_quadratic_kle,n_mix,15,0.04081949658292815,0.037426849760873744,0.15786049174546682,0.008682470749839945,0.04362006422903202,0.02599123650196718,178.01614356040955
mixture_quadratic_hep,n_mix,15,0.040998505342715,0.038811777371072734,0.16327577261477516,0.004335172612403952,0.008230578142115672,0.007421373361266924,178.8743908405304
mixture_linear_kle,n_mix,21,0.03480464989100281,0.03435463850920263,0.1391974619190674,0.15475538836518496,0.12212523413568223,0.14114325714591788,3.043982744216919
mixture_linear_hep,n_mix,21,0.0382563442508741,0.03712723554238605,0.15387674824172598,0.0709296332483182,0.05127619956674052,0.05057117440326515,3.775326728820801
mixture_quadratic_kle,n_mix,21,0.040856187855453224,0.03766454333989534,0.15879814219485375,0.00779140876550827,0.03754620625567154,0.020205876626911784,248.19735860824585
mixture_quadratic_hep,n_mix,21,0.041047058141199744,0.0391489174440781,0.1639298707720448,0.003156048804879901,0.00038446703071544206,0.011457198477001322,249.92114806175232
mixture_linear_kle,n_mix,27,0.03489625810996626,0.0344731493198018,0.1397463681069221,0.15253064673718972,0.11909689052265703,0.1377564728315068,4.084398031234741
mixture_linear_hep,n_mix,27,0.038395534611320906,0.037312440640899065,0.15448332853271468,0.06754934059984695,0.04654359606545666,0.046828537390954265,5.7595436573028564
mixture_quadratic_kle,n_mix,27,0.04086998522082918,0.03776671215990995,0.15918310003657288,0.007456334320705505,0.03493545461219467,0.01783066350508589,323.46335649490356
mixture_quadratic_hep,n_mix,27,0.041063974674549183,0.03928520532170777,0.16410453975940847,0.0027452241390397516,0.003867073568177376,0.012534916673127724,323.892103433609
mixture_linear_kle,n_mix,33,0.034952733415302556,0.034537702378179616,0.14005963548400865,0.1511591217347711,0.1174473461388885,0.13582359420414045,6.030628204345703
mixture_linear_hep,n_mix,33,0.038481109189120365,0.037409303339864676,0.15480579100819739,0.06547112832061311,0.044068433383926964,0.044838924451411126,7.258502721786499
mixture_quadratic_kle,n_mix,33,0.04087671599102197,0.037819920140448306,0.15940050174133896,0.007292874919291531,0.03357581453201416,0.01648928186297746,392.9271328449249
mixture_quadratic_hep,n_mix,33,0.041071320796022374,0.03934905302792014,0.1641486015038573,0.0025668206897571143,0.005498593868620813,0.012806780296214366,395.38444900512695
mixture_linear_kle,n_mix,39,0.03499120408060292,0.034577892589673295,0.14026352147459,0.1502248464970379,0.11642035316105233,0.1345656053344433,6.639660596847534
mixture_linear_hep,n_mix,39,0.03853926914970423,0.037466695026599016,0.1550050947970456,0.06405869080291486,0.04260188575773172,0.04360920804301724,8.365444898605347
mixture_quadratic_kle,n_mix,39,0.0408806308848299,0.03785158494700857,0.15954126318486794,0.007197800183397357,0.032766673878772114,0.01562077525917868,464.7342629432678
mixture_quadratic_hep,n_mix,39,0.04107509965735709,0.03938236551454663,0.1641567022617513,0.0024750495559779898,0.006349838203203294,0.01285676246143188,19788.5073223114
